ID,Population,Individual,LGRScaleGeneticsIDLink,DateSampled,PhenotypicSex,Length,Clip,Wire,PIT,Disposition,GenComments,GenSex,GenPa,GenMa,PopName,agePBT,GSIRepUnit,RepUnitProb,ReleaseGroup,Age,Origin,Rear,HaulTo,Pooled FL
3999,OtsLGRF25S,OtsLGRF25S_6509,C-06509,25-Sep-25,M,59,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,62
4025,OtsLGRF25S,OtsLGRF25S_6543,C-06543,26-Sep-25,F,72,AI,NA,3DD.003D7F73B2,BS;RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,LyonsFerryHatchery,72
4039,OtsLGRF25S,OtsLGRF25S_6561,C-06561,26-Sep-25,M,82,AI,NA,3DD.003D7F7383,BS;RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,1.2,H,RR,LyonsFerryHatchery,82
4055,OtsLGRF25S,OtsLGRF25S_6583,C-06583,26-Sep-25,M,63,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,67
4068,OtsLGRF25S,OtsLGRF25S_6601,C-06601,26-Sep-25,M,71,AI,NA,3DD.003D7F73AC,BS;RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.3,,,LyonsFerryHatchery,72
4073,OtsLGRF25S,OtsLGRF25S_6609,C-06609,26-Sep-25,M,76,AI,NA,3DD.003D7F7398,BS;RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,LyonsFerryHatchery,77
4095,OtsLGRF25S,OtsLGRF25S_6637,C-06637,26-Sep-25,M,73,AI,NA,3DD.003D7F7385,BS;RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.3,,,LyonsFerryHatchery,77
4115,OtsLGRF25S,OtsLGRF25S_6663,C-06663,26-Sep-25,M,65,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,67
4127,OtsLGRF25S,OtsLGRF25S_6679,C-06679,26-Sep-25,F,82,AI,NA,3DD.003D7F735E,BS;RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,1.3,H,RR,LyonsFerryHatchery,82
4140,OtsLGRF25S,OtsLGRF25S_6695,C-06695,26-Sep-25,M,77,AI,NA,3DD.003D7F788F,BS;RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.3,,,LyonsFerryHatchery,77
4144,OtsLGRF25S,OtsLGRF25S_6699,C-06699,26-Sep-25,F,75,AI,NA,3DD.003D7F78BB,BS;RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,LyonsFerryHatchery,77
4145,OtsLGRF25S,OtsLGRF25S_6701,C-06701,26-Sep-25,M,49,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,52
4150,OtsLGRF25S,OtsLGRF25S_6709,C-06709,26-Sep-25,F,57,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,57
4157,OtsLGRF25S,OtsLGRF25S_6717,C-06717,27-Sep-25,F,62,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,62
4179,OtsLGRF25S,OtsLGRF25S_6745,C-06745,27-Sep-25,M,64,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,67
4208,OtsLGRF25S,OtsLGRF25S_6783,C-06783,27-Sep-25,F,78,AI,NA,3DD.003D7F78A5,BS;RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,LyonsFerryHatchery,82
4220,OtsLGRF25S,OtsLGRF25S_6801,C-06801,27-Sep-25,F,76,AI,NA,3DD.003D7F78D4,BS;RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,LyonsFerryHatchery,77
4226,OtsLGRF25S,OtsLGRF25S_6809,C-06809,27-Sep-25,M,61,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,62
4233,OtsLGRF25S,OtsLGRF25S_6817,C-06817,28-Sep-25,M,73,AI,NA,3DD.003D7F78B7,BS;RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,LyonsFerryHatchery,77
4240,OtsLGRF25S,OtsLGRF25S_6825,C-06825,28-Sep-25,M,50,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,52
4243,OtsLGRF25S,OtsLGRF25S_6829,C-06829,28-Sep-25,M,71,AI,NA,3DD.003D7F787B,BS;RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.3,,,LyonsFerryHatchery,72
4273,OtsLGRF25S,OtsLGRF25S_6873,C-06873,28-Sep-25,F,75,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,77
4277,OtsLGRF25S,OtsLGRF25S_6881,C-06881,28-Sep-25,F,76,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.4,,,,77
4289,OtsLGRF25S,OtsLGRF25S_6899,C-06899,28-Sep-25,F,70,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,72
4292,OtsLGRF25S,OtsLGRF25S_6903,C-06903,29-Sep-25,M,72,AI,NA,3DD.003D7F7878,BS;RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,1.2,H,RR,LyonsFerryHatchery,72
4296,OtsLGRF25S,OtsLGRF25S_6909,C-06909,29-Sep-25,F,75,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.4,,,,77
4298,OtsLGRF25S,OtsLGRF25S_6913,C-06913,29-Sep-25,M,67,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,67
4303,OtsLGRF25S,OtsLGRF25S_6923,C-06923,29-Sep-25,M,76,AI,NA,3DD.003D7F78B3,BS;RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.3,,,LyonsFerryHatchery,77
4304,OtsLGRF25S,OtsLGRF25S_6925,C-06925,29-Sep-25,F,68,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,1.2,H,RR,,72
4305,OtsLGRF25S,OtsLGRF25S_6927,C-06927,29-Sep-25,F,73,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,77
4314,OtsLGRF25S,OtsLGRF25S_6941,C-06941,29-Sep-25,F,76,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.4,,,,77
4316,OtsLGRF25S,OtsLGRF25S_6943,C-06943,29-Sep-25,F,80,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,1.3,H,RR,,82
4321,OtsLGRF25S,OtsLGRF25S_6953,C-06953,29-Sep-25,M,69,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,72
4336,OtsLGRF25S,OtsLGRF25S_6979,C-06979,29-Sep-25,F,80,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,82
4338,OtsLGRF25S,OtsLGRF25S_6983,C-06983,29-Sep-25,F,89,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,92
4353,OtsLGRF25S,OtsLGRF25S_7009,C-07009,29-Sep-25,M,68,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,1.2,H,RR,,72
4359,OtsLGRF25S,OtsLGRF25S_7019,C-07019,29-Sep-25,M,68,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,72
4360,OtsLGRF25S,OtsLGRF25S_7021,C-07021,29-Sep-25,M,61,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,62
4362,OtsLGRF25S,OtsLGRF25S_7025,C-07025,29-Sep-25,M,87,AI,NA,3DD.003D7F7892,BS;RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.3,,,LyonsFerryHatchery,87
4371,OtsLGRF25S,OtsLGRF25S_7041,C-07041,30-Sep-25,F,81,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,1.3,H,RR,,82
4374,OtsLGRF25S,OtsLGRF25S_7047,C-07047,30-Sep-25,M,55,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,57
4384,OtsLGRF25S,OtsLGRF25S_7065,C-07065,30-Sep-25,F,72,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,72
4387,OtsLGRF25S,OtsLGRF25S_7071,C-07071,30-Sep-25,F,73,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,77
4390,OtsLGRF25S,OtsLGRF25S_7075,C-07075,30-Sep-25,F,77,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,1.2,H,RR,,77
4393,OtsLGRF25S,OtsLGRF25S_7079,C-07079,30-Sep-25,F,80,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,82
4398,OtsLGRF25S,OtsLGRF25S_7089,C-07089,30-Sep-25,F,74,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,77
4417,OtsLGRF25S,OtsLGRF25S_7119,C-07119,01-Oct-25,M,69,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,72
4422,OtsLGRF25S,OtsLGRF25S_7127,C-07127,01-Oct-25,M,71,AI,NA,3DD.003D7F756D,BS;RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,1.2,H,RR,LyonsFerryHatchery,72
4426,OtsLGRF25S,OtsLGRF25S_7135,C-07135,01-Oct-25,M,89,AI,NA,3DD.003D7F755E,BS;RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.4,,,LyonsFerryHatchery,92
4429,OtsLGRF25S,OtsLGRF25S_7139,C-07139,01-Oct-25,M,59,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,62
4441,OtsLGRF25S,OtsLGRF25S_7159,C-07159,01-Oct-25,F,70,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,72
4450,OtsLGRF25S,OtsLGRF25S_7171,C-07171,01-Oct-25,M,62,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,62
4452,OtsLGRF25S,OtsLGRF25S_7175,C-07175,01-Oct-25,F,73,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,77
4466,OtsLGRF25S,OtsLGRF25S_7197,C-07197,02-Oct-25,M,69,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,72
4471,OtsLGRF25S,OtsLGRF25S_7205,C-07205,02-Oct-25,F,62,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,62
4479,OtsLGRF25S,OtsLGRF25S_7221,C-07221,02-Oct-25,F,74,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,77
4481,OtsLGRF25S,OtsLGRF25S_7225,C-07225,02-Oct-25,M,68,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,72
4486,OtsLGRF25S,OtsLGRF25S_7235,C-07235,02-Oct-25,M,64,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,67
4487,OtsLGRF25S,OtsLGRF25S_7237,C-07237,02-Oct-25,M,65,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,67
4490,OtsLGRF25S,OtsLGRF25S_7243,C-07243,02-Oct-25,M,46,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.1,,,,47
4494,OtsLGRF25S,OtsLGRF25S_7249,C-07249,02-Oct-25,F,74,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,77
4504,OtsLGRF25S,OtsLGRF25S_7269,C-07269,03-Oct-25,M,54,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,57
4506,OtsLGRF25S,OtsLGRF25S_7271,C-07271,03-Oct-25,F,74,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,77
4507,OtsLGRF25S,OtsLGRF25S_7273,C-07273,03-Oct-25,M,79,AI,NA,3DD.003D7F7585,BS;RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.3,,,LyonsFerryHatchery,82
4512,OtsLGRF25S,OtsLGRF25S_7281,C-07281,03-Oct-25,F,70,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,72
4514,OtsLGRF25S,OtsLGRF25S_7285,C-07285,03-Oct-25,M,71,AI,NA,3DD.003D7F75AC,BS;RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,LyonsFerryHatchery,72
4518,OtsLGRF25S,OtsLGRF25S_7293,C-07293,03-Oct-25,F,70,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,72
4527,OtsLGRF25S,OtsLGRF25S_7307,C-07307,04-Oct-25,F,67,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,67
4548,OtsLGRF25S,OtsLGRF25S_7341,C-07341,04-Oct-25,M,58,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,62
4554,OtsLGRF25S,OtsLGRF25S_7351,C-07351,04-Oct-25,M,42,AI,NA,NA,RR,NA,U,NA,NA,Unassigned,,FALL,1,NA,0.1,,,,42
4558,OtsLGRF25S,OtsLGRF25S_7357,C-07357,04-Oct-25,M,64,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,67
4563,OtsLGRF25S,OtsLGRF25S_7363,C-07363,04-Oct-25,F,65,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,67
4569,OtsLGRF25S,OtsLGRF25S_7373,C-07373,04-Oct-25,F,79,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.4,,,,82
4589,OtsLGRF25S,OtsLGRF25S_7407,C-07407,05-Oct-25,M,61,AI,NA,NA,RR,NA,U,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,62
4596,OtsLGRF25S,OtsLGRF25S_7419,C-07419,05-Oct-25,F,80,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,82
4600,OtsLGRF25S,OtsLGRF25S_7427,C-07427,05-Oct-25,M,60,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,62
4618,OtsLGRF25S,OtsLGRF25S_7455,C-07455,05-Oct-25,M,58,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,62
4620,OtsLGRF25S,OtsLGRF25S_7459,C-07459,05-Oct-25,F,79,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,82
4634,OtsLGRF25S,OtsLGRF25S_7485,C-07485,06-Oct-25,M,59,AI,NA,NA,RR,NA,U,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,62
4636,OtsLGRF25S,OtsLGRF25S_7489,C-07489,06-Oct-25,F,58,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,62
4639,OtsLGRF25S,OtsLGRF25S_7495,C-07495,06-Oct-25,M,39,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.1,,,,42
4651,OtsLGRF25S,OtsLGRF25S_7519,C-07519,07-Oct-25,M,68,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,72
4693,OtsLGRF25S,OtsLGRF25S_7591,C-07591,09-Oct-25,M,57,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,57
4706,OtsLGRF25S,OtsLGRF25S_7615,C-07615,10-Oct-25,M,59,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,62
4718,OtsLGRF25S,OtsLGRF25S_7635,C-07635,10-Oct-25,F,77,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.5,,,,77
4721,OtsLGRF25S,OtsLGRF25S_7641,C-07641,11-Oct-25,F,78,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,82
4726,OtsLGRF25S,OtsLGRF25S_7651,C-07651,11-Oct-25,F,85,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,87
4745,OtsLGRF25S,OtsLGRF25S_7681,C-07681,11-Oct-25,F,81,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.4,,,,82
4747,OtsLGRF25S,OtsLGRF25S_7685,C-07685,11-Oct-25,M,49,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.1,,,,52
4756,OtsLGRF25S,OtsLGRF25S_7703,C-07703,12-Oct-25,F,66,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,67
4758,OtsLGRF25S,OtsLGRF25S_7707,C-07707,12-Oct-25,M,55,AI,NA,NA,RR,NA,U,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,57
4767,OtsLGRF25S,OtsLGRF25S_7725,C-07725,13-Oct-25,F,62,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,62
4804,OtsLGRF25S,OtsLGRF25S_7797,C-07797,16-Oct-25,M,41,AI,NA,NA,RR,NA,U,NA,NA,Unassigned,,FALL,1,NA,0.1,,,,42
4807,OtsLGRF25S,OtsLGRF25S_7803,C-07803,16-Oct-25,F,72,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,72
4808,OtsLGRF25S,OtsLGRF25S_7805,C-07805,17-Oct-25,F,90,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.4,,,,92
4832,OtsLGRF25S,OtsLGRF25S_7853,C-07853,19-Oct-25,F,61,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,62
4847,OtsLGRF25S,OtsLGRF25S_7883,C-07883,21-Oct-25,M,61,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,62
4849,OtsLGRF25S,OtsLGRF25S_7887,C-07887,21-Oct-25,F,83,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,87
4863,OtsLGRF25S,OtsLGRF25S_7915,C-07915,23-Oct-25,F,79,AI,NA,NA,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.4,,,,82
4868,OtsLGRF25S,OtsLGRF25S_7925,C-07925,24-Oct-25,F,67,AI,NA,NA,RR,This sample is a duplicate with OtsLGRF25S_7193.,F,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,67
4869,OtsLGRF25S,OtsLGRF25S_7927,C-07927,24-Oct-25,M,56,AI,NA,NA,RR,NA,M,NA,NA,Unassigned,,FALL,1,NA,0.2,,,,57
4872,OtsLGRF25S,OtsLGRF25S_7933,C-07933,25-Oct-25,F,75,AI,NA,3DD.0078F637EB,RR,NA,F,NA,NA,Unassigned,,FALL,1,NA,0.3,,,,77
